event_id,time_ms,tick,note,note_name,velocity_on,time_off_ms,tick_off,velocity_off,duration_ms
548,101661,22814,78,F#5,61,102210,22937,64,549
549,101670,22816,72,C5,59,102210,22937,64,540
550,102071,22906,50,D3,61,102210,22937,64,138
551,102317,22961,64,E4,23,105737,23727,31,3420
552,102344,22967,76,E5,50,104656,23485,37,2312
553,102388,22977,79,G5,33,104058,23351,5,1670
554,102437,22988,83,B5,35,104576,23467,29,2138
555,102509,23004,88,E6,50,104616,23476,39,2107
556,105388,23649,76,E5,54,105786,23738,37,397
557,105714,23722,78,F#5,59,106036,23794,39,321
558,105987,23783,79,G5,57,106295,23852,31,308
559,106375,23870,57,A3,41,108236,24287,5,1862
560,106509,23900,69,A4,28,106656,23933,39,147
561,106527,23904,72,C5,36,107214,24058,23,687
562,106567,23913,76,E5,44,107308,24079,17,741
563,106567,23913,79,G5,57,107567,24137,33,1000
564,106576,23915,84,C6,44,107455,24112,7,879
565,107067,24025,69,A4,53,107986,24231,19,920
566,107567,24137,72,C5,61,107915,24215,36,348
567,107857,24202,76,E5,62,108205,24280,36,348
568,108147,24267,79,G5,59,108335,24309,46,187
569,108437,24332,62,D4,53,108678,24386,48,241
570,108536,24354,72,C5,35,109036,24466,41,500
571,108536,24354,78,F#5,44,108995,24457,36,460
572,108576,24363,81,A5,57,108955,24448,44,379
573,109027,24464,62,D4,64,109268,24518,44,241
574,109259,24516,78,F#5,55,109728,24621,47,469
575,109268,24518,81,A5,47,109736,24623,37,469
576,109277,24520,72,C5,49,109745,24625,42,469
577,109799,24637,62,D4,64,109946,24670,41,147
578,109897,24659,81,A5,57,110107,24706,28,210
579,109897,24659,78,F#5,61,110116,24708,36,219
580,109906,24661,72,C5,60,110147,24715,29,241
581,110174,24721,65,F4,56,110308,24751,52,134
582,110268,24742,66,F#4,60,110437,24780,60,170
583,110406,24773,67,G4,62,110995,24905,44,589
584,110866,24876,74,D5,63,111018,24910,44,152
585,110875,24878,71,B4,57,111036,24914,41,161
586,110875,24878,78,F#5,57,111027,24912,49,152
587,111286,24970,78,F#5,64,111495,25017,52,210
588,111286,24970,74,D5,67,111464,25010,35,179
589,111295,24972,71,B4,59,111486,25015,36,192
590,111527,25024,55,G3,60,112236,25183,15,710
591,111625,25046,73,C#5,42,111656,25053,36,31
592,111634,25048,79,G5,67,111817,25089,35,183
593,111634,25048,71,B4,63,111826,25091,29,192
594,111638,25049,74,D5,72,111786,25082,26,147
595,111915,25111,78,F#5,61,112156,25165,37,241
596,111937,25116,71,B4,53,112018,25134,41,80
597,112228,25181,60,C4,59,112495,25241,37,268
598,112245,25185,76,E5,64,112705,25288,50,460
599,112245,25185,74,D5,57,112674,25281,41,429
600,112259,25188,72,C5,57,112687,25284,42,429
601,112687,25284,60,C4,54,113036,25362,37,348
602,112906,25333,72,C5,56,113245,25409,44,339
603,113366,25436,72,C5,58,113536,25474,44,170
604,113366,25436,74,D5,59,113536,25474,35,170
605,113366,25436,76,E5,60,113777,25528,5,411
606,113509,25468,60,C4,67,113728,25517,46,219
607,113795,25532,72,C5,52,113978,25573,36,183
608,113946,25566,66,F#4,72,114428,25674,52,482
609,114397,25667,76,E5,67,114607,25714,35,210
610,114397,25667,78,F#5,68,114616,25716,48,219
611,114406,25669,72,C5,58,114625,25718,36,219
612,114835,25765,75,D#5,50,114853,25769,49,18
613,114835,25765,76,E5,68,115058,25815,29,223
614,114835,25765,81,A5,59,115067,25817,33,232
615,114835,25765,72,C5,59,115085,25821,35,250
616,114835,25765,78,F#5,67,115058,25815,36,223
617,115174,25841,79,G5,64,115357,25882,46,183
618,115196,25846,72,C5,60,115384,25888,36,187
619,115196,25846,66,F#4,64,115647,25947,55,451
620,115625,25942,59,B3,64,115915,26007,42,290
621,115625,25942,78,F#5,57,116058,26039,50,433
622,115638,25945,75,D#5,57,116062,26040,44,424
623,115647,25947,69,A4,49,116076,26043,37,429
624,116058,26039,59,B3,61,116616,26164,39,558
625,116228,26077,78,F#5,63,116384,26112,44,156
626,116228,26077,75,D#5,62,116388,26113,44,161
627,116236,26079,69,A4,59,116397,26115,37,161
628,116638,26169,79,G5,70,116857,26218,35,219
629,116638,26169,69,A4,59,117027,26256,36,388
630,116656,26173,75,D#5,44,116705,26184,31,49
631,116955,26240,78,F#5,60,117067,26265,47,112
632,116986,26247,59,B3,63,117326,26323,58,339
633,117335,26325,79,G5,46,117598,26384,44,263
634,117558,26375,64,E4,64,117875,26446,48,317
635,117817,26433,52,E3,61,120647,27067,21,2830
636,117978,26469,71,B4,64,118147,26507,36,170
637,118277,26536,74,D5,60,118558,26599,35,281
638,118286,26538,76,E5,63,118576,26603,36,290
639,118295,26540,71,B4,63,118558,26599,37,263
640,118719,26635,79,G5,57,118866,26668,52,147
641,118835,26661,64,E4,50,119027,26704,50,192
642,119147,26731,64,E4,58,119348,26776,37,201
643,119295,26764,76,E5,60,119585,26829,26,290
644,119308,26767,74,D5,58,119536,26818,29,228
645,119308,26767,79,G5,63,119696,26854,15,388
646,119308,26767,83,B5,58,119656,26845,13,348
647,119585,26829,64,E4,53,120004,26923,35,420
648,119728,26861,74,D5,58,119826,26883,37,98
649,120027,26928,79,G5,60,120268,26982,44,241
650,120027,26928,76,E5,59,120236,26975,41,210
651,120036,26930,83,B5,57,120317,26993,57,281
652,120036,26930,74,D5,59,120259,26980,39,223
653,120478,27029,88,E6,69,120728,27085,28,250
654,120607,27058,64,E4,48,120736,27087,53,129
655,121036,27154,57,A3,50,122486,27479,5,1451
656,121094,27167,79,G5,53,121259,27204,44,165
657,121098,27168,88,E6,58,121245,27201,41,147
658,121098,27168,84,C6,60,121236,27199,49,138
659,121388,27233,79,G5,58,121625,27286,33,237
660,121388,27233,88,E6,58,121607,27282,37,219
661,121388,27233,84,C6,65,121616,27284,37,228
662,121786,27322,84,C6,66,121866,27340,53,80
663,121786,27322,79,G5,61,121888,27345,52,103
664,121795,27324,88,E6,60,121875,27342,44,80
665,121978,27365,88,E6,63,122187,27412,50,210
666,121986,27367,84,C6,64,122138,27401,5,152
667,121986,27367,79,G5,59,122178,27410,42,192
668,122286,27434,86,D6,64,122446,27470,44,161
669,122295,27436,79,G5,63,122437,27468,35,143
670,122406,27461,69,A4,57,122585,27501,42,179
671,122647,27515,84,C6,59,122768,27542,37,121
672,122866,27564,62,D4,47,124527,27936,5,1661
673,122875,27566,84,C6,60,123446,27694,3,571
674,122884,27568,81,A5,59,123187,27636,15,304
675,122924,27577,78,F#5,47,123268,27654,39,344
676,123219,27643,74,D5,57,123955,27808,31,737
677,123585,27725,78,F#5,64,123906,27797,35,321
678,123978,27813,81,A5,62,124375,27902,21,397
679,123986,27815,78,F#5,48,124446,27918,5,460
680,124147,27851,74,D5,56,124486,27927,17,339
681,124406,27909,84,C6,57,124558,27943,19,152
682,124576,27947,67,G4,44,125196,28086,31,621
683,124607,27954,78,F#5,60,124745,27985,41,138
684,124607,27954,88,E6,54,124768,27990,35,161
685,124607,27954,84,C6,42,124705,27976,37,98
686,124915,28023,88,E6,68,125107,28066,36,192
687,124924,28025,78,F#5,67,125094,28063,39,170
688,124937,28028,84,C6,50,124986,28039,33,49
689,125308,28111,78,F#5,58,125406,28133,49,98
690,125308,28111,86,D6,60,125415,28135,53,107
691,125326,28115,67,G4,59,125545,28164,35,219
692,125536,28162,86,D6,68,125777,28216,36,241
693,125545,28164,78,F#5,74,125759,28212,33,214
694,125835,28229,84,C6,68,125955,28256,57,121
695,125924,28249,67,G4,59,126406,28357,52,482
696,126138,28297,83,B5,62,126308,28335,52,170
697,126415,28359,60,C4,54,128219,28763,11,1804
698,126424,28361,83,B5,68,126625,28406,52,201
699,126437,28364,79,G5,62,126817,28449,31,379
700,126906,28469,67,G4,57,127567,28617,33,661
701,127165,28527,72,C5,59,127446,28590,41,281
702,127594,28623,76,E5,60,127915,28695,11,321
703,127598,28624,79,G5,61,127955,28704,37,357
704,127607,28626,83,B5,53,128085,28733,35,478
705,127616,28628,72,C5,57,127875,28686,17,259
706,127745,28657,67,G4,60,128004,28715,9,259
707,128245,28769,78,F#5,57,128397,28803,54,152
708,128259,28772,66,F#4,60,128558,28839,37,299
709,128259,28772,81,A5,52,128406,28805,44,147
710,128259,28772,75,D#5,59,128406,28805,48,147
711,128277,28776,72,C5,52,128406,28805,13,129
712,128558,28839,78,F#5,59,128754,28883,39,196
713,128567,28841,72,C5,58,128768,28886,35,201
714,128567,28841,75,D#5,57,128759,28884,37,192
715,128567,28841,81,A5,56,128754,28883,35,187
716,128937,28924,72,C5,59,129076,28955,36,138
717,128937,28924,81,A5,60,129076,28955,50,138
718,128937,28924,78,F#5,54,129058,28951,47,121
719,128937,28924,75,D#5,57,129058,28951,44,121
720,129187,28980,78,F#5,62,129397,29027,39,210
721,129196,28982,75,D#5,61,129388,29025,44,192
722,129196,28982,66,F#4,60,130156,29197,53,960
723,129205,28984,81,A5,64,129335,29013,49,129
724,129205,28984,72,C5,60,129464,29042,33,259
725,129536,29058,79,G5,62,129768,29110,35,232
726,129545,29060,81,A5,60,129745,29105,15,201
727,130187,29204,78,F#5,64,130656,29309,52,469
728,130196,29206,69,A4,52,130687,29316,33,491
729,130196,29206,75,D#5,64,130656,29309,46,460
730,130196,29206,59,B3,37,130995,29385,42,799
731,130897,29363,69,A4,47,131187,29428,31,290
732,130897,29363,78,F#5,66,131094,29407,37,196
733,130897,29363,75,D#5,64,131098,29408,44,201
734,131076,29403,79,G5,60,131277,29448,33,201
735,131357,29466,59,B3,58,131567,29513,44,210
736,131366,29468,78,F#5,59,131808,29567,50,442
737,131857,29578,76,E5,64,132058,29623,44,201
738,131986,29607,52,E3,60,135469,30387,13,3482
739,132245,29665,64,E4,57,132705,29768,41,460
740,132388,29697,67,G4,58,132585,29741,35,196
741,132687,29764,71,B4,60,133094,29855,39,406
742,133085,29853,74,D5,59,133326,29907,31,241
743,133219,29883,64,E4,57,133665,29983,3,446
744,133518,29950,67,G4,56,133786,30010,42,268
745,133678,29986,76,E5,64,133835,30021,42,156
746,133687,29988,74,D5,61,133795,30012,46,107
747,133687,29988,71,B4,66,133786,30010,52,98
748,134138,30089,76,E5,70,134388,30145,49,250
749,134406,30149,64,E4,58,135335,30357,3,929
750,134567,30185,74,D5,73,134978,30277,3,411
751,135009,30284,76,E5,59,135107,30306,64,98
752,135455,30384,54,F#3,57,135594,30415,44,138
753,135464,30386,78,F#5,53,135638,30425,49,174
754,135469,30387,72,C5,57,135625,30422,41,156
755,135469,30387,76,E5,59,135616,30420,46,147
756,135906,30485,78,F#5,61,136428,30602,5,522
757,135915,30487,72,C5,52,136335,30581,3,420
758,135915,30487,76,E5,64,136214,30554,50,299
759,136205,30552,54,F#3,93,136687,30660,59,482
760,136687,30660,72,C5,65,136897,30707,39,210
761,136826,30691,54,F#3,79,137286,30794,54,460
762,136848,30696,76,E5,65,137147,30763,42,299
763,137138,30761,78,F#5,61,137335,30805,33,196
764,137295,30796,59,B3,66,137795,30908,53,500
765,137777,30904,78,F#5,59,138036,30962,37,259
766,137777,30904,75,D#5,61,138085,30973,24,308
767,137786,30906,69,A4,60,138085,30973,36,299
768,138067,30969,59,B3,64,138308,31023,36,241
769,138219,31003,75,D#5,37,138509,31068,35,290
770,138228,31005,76,E5,61,138518,31070,33,290
771,138236,31007,69,A4,59,138518,31070,33,281
772,138678,31106,78,F#5,57,139058,31191,33,379
773,138687,31108,59,B3,61,139205,31224,53,518
774,138705,31112,69,A4,35,138888,31153,5,183
775,139138,31209,60,C4,60,139366,31260,37,228
776,139165,31215,79,G5,53,139375,31262,36,210
777,139165,31215,76,E5,58,139357,31258,36,192
778,139178,31218,74,D5,59,139245,31233,36,67
779,139187,31220,72,C5,65,139348,31256,36,161
780,139656,31325,79,G5,55,140375,31486,9,719
781,140446,31502,64,E4,73,141036,31634,48,589
782,140585,31533,71,B4,68,140826,31587,31,241
783,140875,31598,74,D5,62,140978,31621,50,103
784,141018,31630,74,D5,64,141245,31681,13,228
785,141027,31632,79,G5,64,141317,31697,36,290
786,141027,31632,71,B4,66,141317,31697,33,290
787,141027,31632,76,E5,75,141295,31692,36,268
788,141464,31730,79,G5,62,141759,31796,42,295
789,141469,31731,76,E5,63,141754,31795,36,286
790,141469,31731,74,D5,61,141745,31793,35,277
791,141469,31731,71,B4,58,141768,31798,36,299
792,141745,31793,64,E4,68,141946,31838,52,201
793,141897,31827,78,F#5,59,142187,31892,36,290
794,141915,31831,74,D5,64,142116,31876,31,201
795,141915,31831,71,B4,60,142156,31885,29,241
796,142116,31876,64,E4,67,142786,32026,36,670
797,142357,31930,79,G5,70,142486,31959,44,129
798,142817,32033,76,E5,49,143009,32076,36,192
799,142817,32033,81,A5,57,143027,32080,37,210
800,142826,32035,57,A3,58,143156,32109,21,330
801,142826,32035,72,C5,53,143027,32080,33,201
802,143268,32134,81,A5,60,143585,32205,35,317
803,143268,32134,76,E5,64,143576,32203,33,308
804,143268,32134,72,C5,59,143576,32203,24,308
805,143607,32210,57,A3,49,144495,32409,42,888
806,143768,32246,79,G5,60,144446,32398,36,679
807,143777,32248,76,E5,57,144308,32367,5,531
808,143777,32248,72,C5,56,144214,32346,5,437
809,144469,32403,62,D4,64,144705,32456,44,237
810,144478,32405,78,F#5,59,145044,32532,39,567
811,144486,32407,72,C5,56,144835,32485,47,348
812,144848,32488,62,D4,58,145058,32535,53,210
813,145036,32530,72,C5,63,145335,32597,33,299
814,145228,32573,62,D4,57,146156,32781,44,929
815,145486,32631,86,D6,60,145647,32667,46,161
816,145504,32635,74,D5,72,145687,32676,48,183
817,145808,32703,72,C5,70,146018,32750,42,210
818,145808,32703,84,C6,64,145986,32743,50,179
819,146196,32790,83,B5,65,146607,32882,24,411
820,146205,32792,71,B4,59,146446,32846,29,241
821,146348,32824,55,G3,60,148397,33283,28,2049
822,146616,32884,62,D4,61,148236,33247,3,1621
823,146808,32927,67,G4,57,148138,33225,33,1330
824,147044,32980,71,B4,59,147656,33117,35,612
825,147469,33075,74,D5,57,147759,33140,29,290
826,147638,33113,78,F#5,59,147928,33178,48,290
827,147928,33178,71,B4,53,148036,33202,42,107
828,148067,33209,83,B5,61,148286,33258,37,219
829,148067,33209,78,F#5,66,148277,33256,44,210
830,148076,33211,74,D5,66,148254,33251,37,179
831,148076,33211,71,B4,53,148277,33256,33,201
832,148509,33308,71,B4,58,149486,33527,5,978
833,148509,33308,78,F#5,63,148745,33361,33,237
834,148509,33308,83,B5,63,148888,33393,21,379
835,148518,33310,74,D5,64,148656,33341,26,138
836,148759,33364,55,G3,50,149768,33590,3,1009
837,148969,33411,82,A#5,62,149406,33509,36,437
838,149348,33496,67,G4,52,149897,33619,28,549
839,149437,33516,83,B5,53,149576,33547,44,138
840,149866,33612,84,C6,60,150058,33655,42,192
841,150317,33713,84,C6,68,150736,33807,19,420
842,150745,33809,66,F#4,59,150906,33845,59,161
843,150768,33814,81,A5,57,151058,33879,46,290
844,150777,33816,78,F#5,60,151044,33876,37,268
845,150786,33818,84,C6,41,150906,33845,36,121
846,151058,33879,66,F#4,66,151245,33921,54,187
847,151205,33912,81,A5,60,151527,33984,48,321
848,151205,33912,78,F#5,57,151495,33977,36,290
849,151678,34018,71,B4,59,151866,34060,42,187
850,151696,34022,78,F#5,64,151946,34078,60,250
851,152036,34098,71,B4,52,152156,34125,63,121
852,152357,34170,78,F#5,47,152808,34271,33,451
853,152366,34172,75,D#5,54,152786,34266,33,420
854,152375,34174,69,A4,44,152728,34253,28,353
855,152866,34284,83,B5,67,153348,34392,35,482
856,153437,34412,52,E3,59,154147,34571,31,710
857,153536,34434,64,E4,44,153647,34459,36,112
858,153585,34445,76,E5,57,154076,34555,5,491
859,153585,34445,74,D5,42,153955,34528,31,371
860,153585,34445,79,G5,60,154286,34602,3,701
861,153594,34447,83,B5,59,154326,34611,5,732
862,154027,34544,64,E4,68,154214,34586,44,187
863,154326,34611,74,D5,55,154406,34629,56,80
864,154469,34643,57,A3,58,155437,34860,7,969
865,154495,34649,83,B5,58,155116,34788,3,621
866,154495,34649,79,G5,63,155116,34788,29,621
867,154495,34649,76,E5,64,154986,34759,3,491
868,154518,34654,72,C5,64,154897,34739,33,379
869,154946,34750,69,A4,58,155366,34844,21,420
870,155415,34855,62,D4,59,155585,34893,44,170
871,155428,34858,77,F5,60,155924,34969,35,496
872,155437,34860,74,D5,57,155857,34954,29,420
873,155437,34860,83,B5,61,155955,34976,28,518
874,155786,34938,62,D4,44,156236,35039,52,451
875,156236,35039,83,B5,62,156875,35182,3,638
876,156259,35044,79,G5,53,156317,35057,29,58
877,156268,35046,69,A4,57,156794,35164,24,527
878,156777,35160,67,G4,59,157469,35315,46,692
879,156946,35198,74,D5,64,157245,35265,36,299
880,157424,35305,76,E5,58,157817,35393,13,393
881,157428,35306,60,C4,60,158504,35547,31,1076
882,157428,35306,83,B5,57,157817,35393,33,388
883,157437,35308,72,C5,56,158009,35436,31,571
884,157437,35308,79,G5,62,157808,35391,9,371
885,157866,35404,81,A5,50,158335,35509,35,469
886,158366,35516,79,G5,61,158978,35653,36,612
887,158995,35657,60,C4,46,159116,35684,48,121
888,159228,35709,78,F#5,56,159754,35827,49,527
889,159236,35711,59,B3,52,160870,36077,15,1634
890,159254,35715,57,A3,36,159326,35731,44,71
891,159714,35818,66,F#4,57,160576,36011,60,862
892,159995,35881,78,F#5,56,160437,35980,36,442
893,160009,35884,75,D#5,58,160469,35987,26,460
894,160018,35886,71,B4,52,160567,36009,29,549
895,160446,35982,79,G5,48,160906,36085,29,460
896,160687,36036,66,F#4,61,160848,36072,53,161
897,160915,36087,78,F#5,36,161147,36139,47,232
898,161134,36136,64,E4,50,161478,36213,44,344
899,161147,36139,76,E5,47,161446,36206,44,299
900,161424,36201,52,E3,60,163178,36594,41,1754
901,161585,36237,64,E4,60,162375,36414,39,790
902,161888,36305,67,G4,53,162415,36423,26,527
903,162335,36405,71,B4,56,162817,36513,28,482
904,162544,36452,64,E4,42,163044,36564,35,500
905,162826,36515,67,G4,49,163125,36582,39,299
906,162995,36553,74,D5,58,163174,36593,53,179
907,163009,36556,71,B4,63,163116,36580,42,107
908,163009,36556,76,E5,56,163165,36591,23,156
909,163469,36659,76,E5,68,163906,36757,24,437
910,163937,36764,78,F#5,66,164277,36840,53,339
911,164286,36842,79,G5,65,164455,36880,49,170
912,164598,36912,57,A3,57,165625,37142,35,1027
913,164656,36925,72,C5,56,165223,37052,46,567
914,164678,36930,69,A4,37,165156,37037,44,478
915,164696,36934,79,G5,56,165277,37064,44,580
916,164696,36934,76,E5,56,165254,37059,42,558
917,164745,36945,84,C6,39,165397,37091,19,652
918,165236,37055,69,A4,61,165518,37118,35,281
919,165397,37091,72,C5,61,165759,37172,31,362
920,165696,37158,84,C6,52,165794,37180,50,98
921,165866,37196,79,G5,65,166455,37328,46,589
922,165875,37198,72,C5,64,166219,37275,33,344
923,166236,37279,62,D4,64,166678,37378,46,442
924,166625,37366,50,D3,61,168178,37714,37,1554
925,166866,37420,78,F#5,62,167544,37572,33,679
926,166875,37422,72,C5,59,167464,37554,24,589
927,167366,37532,62,D4,57,168205,37720,48,839
928,167835,37637,74,D5,64,168245,37729,29,411
929,168165,37711,76,E5,62,168585,37805,3,420
930,168527,37792,78,F#5,57,168728,37837,41,201
931,168705,37832,83,B5,57,169085,37917,28,379
932,168705,37832,55,G3,60,170205,38168,64,1500
933,168986,37895,67,G4,48,169486,38007,33,500
934,169134,37928,71,B4,57,169308,37967,35,174
935,169437,37996,74,D5,61,169794,38076,36,357
936,169437,37996,78,F#5,60,169826,38083,36,388
937,169446,37998,71,B4,57,169794,38076,35,348
938,169906,38101,83,B5,57,170156,38157,35,250
939,169906,38101,78,F#5,41,170205,38168,64,299
940,169915,38103,74,D5,59,170085,38141,24,170
941,169928,38106,71,B4,56,170076,38139,33,147
942,170058,38135,67,G4,53,170205,38168,64,147
943,171353,38425,79,G5,63,171562,38472,28,210
944,171714,38506,57,A3,53,172053,38582,46,339
945,171835,38533,69,A4,44,173473,38900,11,1638
946,171844,38535,72,C5,58,172254,38627,41,411
947,171884,38544,76,E5,36,172464,38674,3,580
948,171915,38551,79,G5,36,172433,38667,33,518
949,171986,38567,84,C6,53,172504,38683,33,518
950,172223,38620,57,A3,57,173794,38972,5,1571
951,172415,38663,72,C5,58,172594,38703,37,179
952,172835,38757,79,G5,58,173223,38844,33,388
953,172835,38757,76,E5,57,173223,38844,33,388
954,172835,38757,81,A5,48,173143,38826,15,308
955,172844,38759,72,C5,57,173424,38889,3,580
956,173183,38835,84,C6,52,173406,38885,35,223
957,173464,38898,81,A5,57,173705,38952,21,241
958,173794,38972,62,D4,60,174277,39080,49,482
959,173812,38976,72,C5,55,174504,39131,39,692
960,173812,38976,78,F#5,60,174585,39149,36,772
961,174576,39147,62,D4,53,175625,39382,28,1049
962,174745,39185,72,C5,59,174946,39230,35,201
963,175053,39254,74,D5,61,175254,39299,31,201
964,175366,39324,78,F#5,59,175643,39386,36,277
965,175366,39324,72,C5,36,175544,39364,29,179
966,175696,39398,59,B3,62,175973,39460,42,277
967,176125,39494,55,G3,63,177393,39778,44,1268
968,176611,39603,78,F#5,52,177344,39767,37,732
969,176616,39604,71,B4,42,176875,39662,13,259
970,176625,39606,74,D5,57,176857,39658,24,232
971,176973,39684,83,B5,55,177111,39715,46,138
972,177326,39763,81,A5,53,177433,39787,53,107
973,177594,39823,64,E4,59,177794,39868,53,201
974,177616,39828,74,D5,57,177763,39861,33,147
975,177625,39830,76,E5,62,177763,39861,28,138
976,177625,39830,71,B4,55,177803,39870,41,179
977,177634,39832,79,G5,64,177794,39868,42,161
978,182335,40885,54,F#3,57,184102,41281,36,1768
979,182446,40910,66,F#4,58,183455,41136,39,1009
980,182602,40945,72,C5,61,183085,41053,35,482
981,182643,40954,76,E5,53,183085,41053,37,442
982,182705,40968,78,F#5,62,183102,41057,47,397
983,183393,41122,78,F#5,93,183777,41208,53,384
984,183402,41124,76,E5,86,183643,41178,41,241
985,183406,41125,72,C5,67,183665,41183,39,259
986,183674,41185,66,F#4,50,183964,41250,36,290
987,183745,41201,76,E5,67,184134,41288,33,388
988,184156,41293,74,D5,56,184352,41337,39,196
989,184303,41326,59,B3,61,185553,41606,53,1250
990,184634,41400,69,A4,53,184736,41423,53,103
991,184643,41402,71,B4,48,184852,41449,31,210
992,184786,41434,75,D#5,60,184942,41469,44,156
993,185094,41503,75,D#5,76,185424,41577,49,330
994,185102,41505,71,B4,62,185424,41577,41,321
995,185102,41505,78,F#5,79,185424,41577,50,321
996,185536,41602,78,F#5,64,185763,41653,41,228
997,185536,41602,75,D#5,63,185763,41653,36,228
998,185553,41606,81,A5,57,185763,41653,33,210
999,185553,41606,71,B4,58,185826,41667,19,272
1000,185665,41631,59,B3,61,186053,41718,65,388
1001,185924,41689,78,F#5,53,186053,41718,53,129
1002,186102,41729,64,E4,61,186504,41819,36,402
1003,186375,41790,71,B4,59,186544,41828,35,170
1004,186473,41812,52,E3,62,187924,42137,57,1451
1005,186803,41886,74,D5,69,187143,41962,36,339
1006,186812,41888,71,B4,63,187116,41956,46,304
1007,186826,41891,76,E5,66,187205,41976,29,379
1008,187254,41987,71,B4,61,187424,42025,35,170
1009,187375,42014,64,E4,50,187852,42121,33,478
1010,187844,42119,76,E5,53,188004,42155,47,161
1011,187852,42121,71,B4,54,188044,42164,29,192
1012,187852,42121,79,G5,53,188027,42160,37,174
1013,187852,42121,74,D5,56,187995,42153,36,143
1014,188254,42211,52,E3,49,188335,42229,33,80
1015,188312,42224,79,G5,62,188486,42263,36,174
1016,188692,42309,78,F#5,67,188986,42375,36,295
1017,189044,42388,52,E3,53,189245,42433,41,201
1018,189156,42413,79,G5,59,189455,42480,29,299
1019,190013,42605,54,F#3,36,191294,42892,41,1281
1020,190504,42715,78,F#5,54,190665,42751,56,161
1021,190504,42715,76,E5,58,190656,42749,46,152
1022,190504,42715,72,C5,55,190683,42755,44,179
1023,190812,42784,78,F#5,67,191036,42834,41,223
1024,190826,42787,72,C5,57,191013,42829,33,187
1025,190826,42787,76,E5,67,190995,42825,36,170
1026,190973,42820,66,F#4,44,191326,42899,42,353
1027,191294,42892,72,C5,52,191352,42905,52,58
1028,191455,42928,75,D#5,59,191763,42997,36,308
1029,191455,42928,78,F#5,53,191777,43000,41,321
1030,191473,42932,71,B4,59,191754,42995,31,281
1031,191794,43004,59,B3,65,192312,43120,36,518
1032,191942,43037,71,B4,64,192076,43067,44,134
1033,192263,43109,78,F#5,84,192585,43181,44,321
1034,192263,43109,71,B4,64,192616,43188,44,353
1035,192263,43109,75,D#5,79,192602,43185,42,339
1036,192732,43214,75,D#5,54,192794,43228,37,62
1037,192754,43219,71,B4,59,192924,43257,28,170
1038,192763,43221,76,E5,61,192933,43259,37,170
1039,192844,43239,59,B3,62,193165,43311,42,321
1040,193102,43297,78,F#5,57,193245,43329,42,143
1041,193134,43304,71,B4,9,193183,43315,42,49
1042,193303,43342,64,E4,46,193826,43459,26,522
1043,193335,43349,74,D5,60,193473,43380,26,138
1044,193344,43351,71,B4,58,193522,43391,35,179
1045,193344,43351,79,G5,62,193522,43391,39,179
1046,193344,43351,76,E5,65,193504,43387,47,161
1047,193826,43459,52,E3,59,194634,43640,53,808
1048,194294,43564,64,E4,42,194634,43640,50,339
1049,194616,43636,79,G5,53,194763,43669,35,147
1050,194625,43638,74,D5,61,194732,43662,44,107
1051,194625,43638,76,E5,59,194745,43665,42,121
1052,194634,43640,71,B4,58,194772,43671,33,138
1053,194745,43665,52,E3,63,196786,44122,3,2040
1054,195192,43765,79,G5,44,195701,43879,36,509
1055,195192,43765,76,E5,57,195714,43882,36,522
1056,195205,43768,74,D5,58,195692,43877,35,487
1057,195205,43768,71,B4,57,195705,43880,3,500
1058,195674,43873,64,E4,36,196196,43990,35,522
1059,195933,43931,79,G5,57,196116,43972,28,183
1060,195946,43934,71,B4,50,196406,44037,5,460
1061,196102,43969,78,F#5,60,196433,44043,23,330
1062,196424,44041,79,G5,65,196634,44088,37,210
1063,196576,44075,64,E4,57,196835,44133,53,259
1064,197004,44171,57,A3,35,197384,44256,41,379
1065,197076,44187,79,G5,53,197223,44220,55,147
1066,197085,44189,81,A5,55,197214,44218,42,129
1067,197085,44189,76,E5,60,197214,44218,53,129
1068,197085,44189,72,C5,55,197232,44222,44,147
1069,197375,44254,76,E5,62,197794,44348,36,420
1070,197375,44254,81,A5,56,197705,44328,17,330
1071,197384,44256,79,G5,55,197835,44357,35,451
1072,197384,44256,72,C5,53,197777,44344,36,393
1073,197794,44348,57,A3,60,198183,44435,46,388
1074,198004,44395,72,C5,65,198156,44429,36,152
1075,198294,44460,72,C5,56,198643,44538,3,348
1076,198303,44462,60,C4,60,198611,44531,13,308
1077,198366,44476,79,G5,62,198736,44559,35,371
1078,198634,44536,61,C#4,57,198955,44608,36,321
1079,198973,44612,62,D4,64,199495,44729,35,522
1080,198986,44615,78,F#5,82,199665,44767,29,679
1081,198995,44617,72,C5,65,199625,44758,5,629
1082,199455,44720,50,D3,63,200643,44986,36,1187
1083,199955,44832,86,D6,83,200223,44892,33,268
1084,200312,44912,84,C6,60,200594,44975,44,281
1085,200754,45011,83,B5,70,201174,45105,29,420
1086,200915,45047,55,G3,64,202844,45479,58,1929
1087,201214,45114,67,G4,59,201777,45240,33,562
1088,201352,45145,71,B4,66,201705,45224,23,353
1089,201674,45217,74,D5,64,202134,45320,42,460
1090,202076,45307,78,F#5,60,202294,45356,53,219
1091,202232,45342,67,G4,64,202736,45455,35,504
1092,202544,45412,71,B4,44,202625,45430,52,80
1093,202705,45448,78,F#5,68,202852,45481,56,147
1094,202705,45448,83,B5,62,202875,45486,44,170
1095,202705,45448,74,D5,75,202835,45477,47,129
