event_id,time_ms,tick,note,note_name,velocity_on,time_off_ms,tick_off,velocity_off,duration_ms
114,24558,5636,69,A4,65,25299,5802,28,741
115,24567,5638,63,D#4,56,25589,5867,56,1022
116,24576,5640,54,F#3,58,25679,5887,42,1103
117,24589,5643,59,B3,64,25598,5869,5,1009
118,24589,5643,57,A3,62,25616,5873,5,1027
119,25437,5833,67,G4,60,25679,5887,56,241
120,25799,5914,60,C4,66,26018,5963,42,219
121,26268,6019,64,E4,63,26388,6046,60,121
122,26317,6030,66,F#4,74,27129,6212,13,812
123,26848,6149,52,E3,37,27598,6317,47,750
124,26857,6151,59,B3,59,27598,6317,36,741
125,26857,6151,62,D4,48,27567,6310,33,710
126,26857,6151,55,G3,60,27598,6317,46,741
127,27317,6254,66,F#4,99,27527,6301,52,210
128,27750,6351,52,E3,57,28170,6445,11,420
129,27750,6351,59,B3,59,28317,6478,5,567
130,27750,6351,62,D4,44,28129,6436,42,379
131,27750,6351,55,G3,61,28170,6445,24,420
132,27759,6353,66,F#4,60,27969,6400,47,210
133,28018,6411,64,E4,65,28089,6427,56,71
134,28170,6445,66,F#4,67,28728,6570,9,558
135,28598,6541,52,E3,50,29978,6850,5,1379
136,28607,6543,62,D4,46,29710,6790,3,1103
137,28607,6543,59,B3,60,29969,6848,28,1362
138,28616,6545,55,G3,59,29937,6841,5,1321
139,28969,6624,66,F#4,99,29219,6680,47,250
140,29437,6729,66,F#4,74,29719,6792,36,281
141,29826,6816,64,E4,65,29960,6846,39,134
142,29996,6854,66,F#4,72,31527,7197,36,1531
143,30929,7063,64,E4,62,31237,7132,52,308
144,30929,7063,60,C4,63,31500,7191,31,571
145,30933,7064,57,A3,56,31540,7200,39,607
146,31687,7233,59,B3,64,31808,7260,53,121
147,31848,7269,60,C4,58,31978,7298,50,129
148,31848,7269,57,A3,58,31987,7300,35,138
149,32098,7325,66,F#4,58,33098,7549,50,1000
150,32317,7374,57,A3,29,32388,7390,37,71
151,32607,7439,60,C4,63,32857,7495,31,250
152,32616,7441,62,D4,57,32946,7515,7,330
153,32629,7444,57,A3,56,32897,7504,24,268
154,33228,7578,66,F#4,70,33469,7632,44,241
155,33509,7641,64,E4,65,33647,7672,39,138
156,33656,7674,66,F#4,66,33888,7726,41,232
157,34098,7773,67,G4,59,36487,8308,53,2388
158,34527,7869,54,F#3,59,34696,7907,44,170
159,34527,7869,60,C4,63,34696,7907,37,170
160,34540,7872,64,E4,58,34696,7907,39,156
161,34540,7872,57,A3,60,34665,7900,36,125
162,35259,8033,66,F#4,68,35326,8048,57,67
163,35268,8035,59,B3,62,35379,8060,42,112
164,35710,8134,59,B3,35,37509,8537,31,1799
165,35719,8136,55,G3,49,37518,8539,35,1799
166,35719,8136,62,D4,35,37527,8541,19,1808
167,36647,8344,67,G4,86,37000,8423,23,353
168,37049,8434,66,F#4,60,37170,8461,55,121
169,37179,8463,67,G4,68,37473,8529,35,295
170,37598,8557,69,A4,61,39728,9034,56,2129
171,38040,8656,57,A3,56,38719,8808,36,679
172,38049,8658,64,E4,63,38719,8808,39,670
173,38049,8658,60,C4,64,38719,8808,44,670
174,38058,8660,67,G4,60,38719,8808,33,661
175,39170,8909,60,C4,62,39696,9027,31,527
176,39179,8911,62,D4,64,39687,9025,33,509
177,39179,8911,57,A3,60,39710,9030,35,531
178,39196,8915,66,F#4,99,39638,9014,42,442
179,39799,9050,62,D4,83,40317,9166,64,518
180,39960,9086,60,C4,66,40268,9155,35,308
181,39969,9088,57,A3,64,40268,9155,35,299
182,40406,9186,74,D5,68,40786,9271,33,379
183,40719,9256,60,C4,52,40897,9296,36,179
184,40719,9256,66,F#4,49,40915,9300,28,196
185,40719,9256,57,A3,54,40937,9305,33,219
186,40737,9260,62,D4,36,40866,9289,36,129
187,40857,9287,72,C5,64,41308,9388,37,451
188,41290,9384,71,B4,68,43638,9910,49,2348
189,41719,9480,66,F#4,58,42228,9594,36,509
190,41719,9480,59,B3,58,42170,9581,5,451
191,41719,9480,55,G3,47,42250,9599,29,531
192,41728,9482,62,D4,53,42156,9578,5,429
193,42527,9661,66,F#4,53,42656,9690,46,129
194,42531,9662,59,B3,52,42656,9690,47,125
195,42540,9664,55,G3,53,42696,9699,36,156
196,42589,9675,62,D4,24,42638,9686,29,49
197,42817,9726,62,D4,36,44598,10125,39,1781
198,42817,9726,64,E4,36,44607,10127,44,1790
199,42826,9728,59,B3,52,44598,10125,44,1772
200,42826,9728,55,G3,36,44598,10125,37,1772
201,43817,9950,71,B4,69,44040,10000,35,223
202,44107,10015,70,A#4,59,44245,10046,41,138
203,44250,10047,71,B4,65,44616,10129,35,366
204,44576,10120,72,C5,63,45549,10338,36,973
205,45138,10246,54,F#3,39,45656,10362,36,518
206,45147,10248,64,E4,35,45679,10367,37,531
207,45152,10249,60,C4,60,45629,10356,35,478
208,45156,10250,57,A3,62,45656,10362,11,500
209,45638,10358,69,A4,81,46393,10527,26,754
210,45888,10414,54,F#3,60,46076,10456,53,187
211,45897,10416,60,C4,57,46027,10445,46,129
212,45897,10416,57,A3,59,46036,10447,44,138
213,45897,10416,64,E4,52,46036,10447,52,138
214,46357,10519,54,F#3,47,48000,10887,36,1643
215,46388,10526,57,A3,48,47937,10873,5,1549
216,46406,10530,63,D#4,39,47987,10884,35,1580
217,46406,10530,59,B3,58,47937,10873,5,1531
218,46513,10554,66,F#4,62,47437,10761,36,924
219,47656,10810,71,B4,67,48058,10900,53,402
220,48196,10931,72,C5,67,48357,10967,44,161
221,48308,10956,71,B4,64,51326,11632,37,3018
222,48754,11056,59,B3,58,48929,11095,58,174
223,48759,11057,55,G3,64,48987,11108,44,228
224,48759,11057,52,E3,55,49018,11115,39,259
225,48768,11059,62,D4,58,48978,11106,53,210
226,49406,11202,61,C#4,44,49687,11265,36,281
227,49406,11202,52,E3,53,49670,11261,36,263
228,49420,11205,55,G3,57,49607,11247,33,187
229,49429,11207,57,A3,59,49647,11256,36,219
230,50085,11354,50,D3,63,50558,11460,21,473
231,50089,11355,57,A3,63,50487,11444,36,397
232,50089,11355,53,F3,64,50509,11449,9,420
233,50098,11357,60,C4,57,50527,11453,49,429
234,50839,11523,55,G3,63,51906,11762,23,1067
235,50848,11525,53,F3,60,51906,11762,19,1058
236,50848,11525,59,B3,59,51960,11774,49,1112
237,50848,11525,50,D3,58,51906,11762,33,1058
238,51500,11671,62,D4,61,51647,11704,26,147
239,51500,11671,64,E4,59,51737,11724,50,237
240,52009,11785,69,A4,63,53357,12087,36,1348
241,52469,11888,54,F#3,57,53268,12067,53,799
242,52478,11890,64,E4,66,53277,12069,44,799
243,52478,11890,60,C4,67,53250,12063,39,772
244,52487,11892,57,A3,64,53228,12058,5,741
245,53277,12069,67,G4,72,54000,12231,48,723
246,53429,12103,57,A3,57,53558,12132,36,129
247,53429,12103,64,E4,61,53567,12134,49,138
248,53429,12103,54,F#3,59,53589,12139,42,161
249,53429,12103,60,C4,55,53558,12132,37,129
250,53937,12217,63,D#4,53,54826,12416,49,888
251,53937,12217,54,F#3,50,55196,12499,56,1259
252,53960,12222,57,A3,61,55107,12479,5,1147
253,53960,12222,66,F#4,64,54777,12405,44,817
254,53960,12222,59,B3,66,55076,12472,3,1116
255,54888,12430,67,G4,67,55308,12524,37,420
256,55335,12530,60,C4,64,55549,12578,46,214
257,55647,12600,64,E4,64,56076,12696,41,429
258,56067,12694,59,B3,66,56375,12763,36,308
259,56067,12694,52,E3,63,56406,12770,37,339
260,56067,12694,55,G3,64,56379,12764,33,312
261,56076,12696,62,D4,60,56397,12768,44,321
262,56687,12833,55,G3,57,56862,12872,55,174
263,56687,12833,52,E3,57,56866,12873,47,179
264,56687,12833,59,B3,46,56866,12873,44,179
265,56710,12838,62,D4,61,56906,12882,33,196
266,57000,12903,52,E3,65,57237,12956,52,237
267,57058,12916,55,G3,65,57228,12954,53,170
268,57138,12934,59,B3,56,57268,12963,61,129
269,57196,12947,62,D4,57,57308,12972,62,112
270,57406,12994,74,D5,35,57540,13024,61,134
271,57415,12996,64,E4,65,57549,13026,64,134
272,57487,13012,76,E5,68,57598,13037,57,112
273,57558,13028,79,G5,64,57647,13048,61,89
274,57647,13048,83,B5,61,57808,13084,46,161
275,58179,13167,62,D4,64,58388,13214,48,210
276,58518,13243,62,D4,64,58567,13254,55,49
277,58665,13276,65,F4,64,58777,13301,59,112
278,58670,13277,64,E4,63,58786,13303,57,116
279,59067,13366,64,E4,86,59237,13404,26,170
280,59076,13368,65,F4,68,59156,13386,15,80
281,59366,13433,66,F#4,58,59487,13460,57,121
282,59527,13469,67,G4,73,59719,13512,39,192
283,59978,13570,72,C5,68,60799,13754,3,821
284,60429,13671,57,A3,68,61179,13839,39,750
285,60710,13734,60,C4,60,61129,13828,28,420
286,60866,13769,64,E4,62,61156,13834,44,290
287,60888,13774,67,G4,57,61138,13830,60,250
288,61210,13846,72,C5,69,61388,13886,42,179
289,61379,13884,60,C4,50,61487,13908,60,107
290,61384,13885,57,A3,59,61509,13913,58,125
291,61719,13960,69,A4,68,62719,14184,5,1000
292,61719,13960,66,F#4,56,62268,14083,3,549
293,61728,13962,62,D4,72,62308,14092,33,580
294,62290,14088,50,D3,64,63647,14392,57,1357
295,62728,14186,57,A3,69,63210,14294,50,482
296,62826,14208,62,D4,79,62987,14244,31,161
297,62960,14238,64,E4,94,63179,14287,37,219
298,63237,14300,66,F#4,63,63478,14354,47,241
299,63237,14300,64,E4,52,63308,14316,41,71
300,63420,14341,57,A3,62,63656,14394,50,237
301,63777,14421,71,B4,83,64737,14636,33,960
302,64259,14529,55,G3,75,65018,14699,48,759
303,64406,14562,59,B3,72,64920,14677,36,513
304,64420,14565,62,D4,57,64946,14683,33,527
305,64879,14668,69,A4,53,65335,14770,35,455
306,65237,14748,57,A3,61,65487,14804,36,250
307,65237,14748,62,D4,67,65696,14851,33,460
308,65237,14748,53,F3,58,65348,14773,50,112
309,65237,14748,60,C4,67,65375,14779,11,138
310,65250,14751,55,G3,56,65728,14858,33,478
311,65277,14757,59,B3,36,65696,14851,35,420
312,65429,14791,67,G4,70,65750,14863,36,321
313,65728,14858,66,F#4,68,66049,14930,44,321
314,66268,14979,65,F4,68,66629,15060,29,362
315,66420,15013,59,B3,63,67719,15304,29,1299
316,66437,15017,55,G3,59,67728,15306,29,1290
317,66929,15127,64,E4,90,67170,15181,36,241
318,67429,15239,64,E4,55,67518,15259,46,89
319,67670,15293,62,D4,65,67759,15313,57,89
320,67745,15310,64,E4,57,67879,15340,60,134
321,67888,15342,67,G4,59,67946,15355,41,58
322,68067,15382,71,B4,57,68219,15416,58,152
323,68067,15382,69,A4,70,68388,15454,42,321
324,68509,15481,69,A4,63,69460,15694,36,951
325,68607,15503,54,F#3,56,69638,15734,35,1031
326,68629,15508,64,E4,57,69549,15714,33,920
327,68638,15510,57,A3,58,69487,15700,5,848
328,68638,15510,60,C4,63,69487,15700,5,848
329,69540,15712,67,G4,67,69920,15797,3,379
330,69826,15776,65,F4,75,70147,15848,59,321
331,69969,15808,63,D#4,60,70397,15904,44,429
332,69969,15808,54,F#3,50,70388,15902,36,420
333,69978,15810,59,B3,67,70348,15893,36,371
334,69987,15812,57,A3,53,70348,15893,5,362
335,70326,15888,66,F#4,62,70656,15962,36,330
336,70469,15920,54,F#3,59,71928,16247,36,1460
337,70469,15920,59,B3,67,71866,16233,3,1397
338,70469,15920,63,D#4,57,71920,16245,41,1451
339,70478,15922,57,A3,61,71857,16231,5,1379
340,70826,16000,66,F#4,52,70960,16030,44,134
341,70987,16036,67,G4,77,71388,16126,49,402
342,71509,16153,74,D5,86,71768,16211,37,259
343,71879,16236,72,C5,67,72344,16340,31,464
344,72366,16345,71,B4,108,72955,16477,49,589
345,72518,16379,59,B3,60,73750,16655,9,1232
346,72518,16379,55,G3,58,73710,16646,33,1192
347,72527,16381,52,E3,63,73768,16659,26,1241
348,72527,16381,62,D4,62,73728,16650,29,1201
349,73076,16504,69,A4,90,73455,16589,26,379
350,73576,16616,67,G4,59,73759,16657,42,183
351,73888,16686,64,E4,64,74156,16746,37,268
352,74366,16793,62,D4,79,74553,16835,44,187
353,74500,16823,59,B3,60,75228,16986,47,728
354,74509,16825,55,G3,59,75219,16984,39,710
355,74518,16827,52,E3,58,75228,16986,42,710
356,74866,16905,64,E4,64,75009,16937,33,143
357,75018,16939,66,F#4,78,75348,17013,44,330
358,75335,17010,55,G3,66,75737,17100,36,402
359,75348,17013,59,B3,60,75768,17107,53,420
360,75357,17015,52,E3,68,75705,17093,42,348
361,75437,17033,67,G4,64,75656,17082,56,219
362,75978,17154,72,C5,70,77759,17553,42,1781
363,76348,17237,64,E4,64,76835,17346,36,487
364,76357,17239,60,C4,65,76777,17333,13,420
365,76357,17239,57,A3,61,76817,17342,3,460
366,76366,17241,67,G4,64,76759,17329,21,393
367,77076,17400,64,E4,52,77237,17436,63,161
368,77089,17403,60,C4,64,77268,17443,48,179
369,77089,17403,57,A3,56,77277,17445,44,187
370,77098,17405,67,G4,60,77259,17441,54,161
371,77509,17497,66,F#4,72,79129,17860,36,1621
372,77509,17497,57,A3,66,79098,17853,31,1589
373,77518,17499,60,C4,65,79053,17843,5,1536
374,77518,17499,62,D4,69,79076,17848,5,1558
375,78009,17609,72,C5,108,78259,17665,21,250
376,78018,17611,71,B4,86,78076,17624,42,58
377,78406,17698,72,C5,90,78540,17728,39,134
378,78589,17739,79,G5,81,78937,17817,17,348
379,78920,17813,77,F5,63,79147,17864,52,228
380,79098,17853,76,E5,72,79308,17900,50,210
381,79299,17898,56,G#3,48,79366,17913,67,67
382,79428,17927,76,E5,68,79469,17936,39,40
383,79500,17943,77,F5,63,79607,17967,37,107
384,79607,17967,66,F#4,36,81558,18404,36,1951
385,79625,17971,75,D#5,60,79719,17992,70,94
386,79647,17976,55,G3,3,81576,18408,15,1929
387,79656,17978,59,B3,53,80500,18167,5,844
388,79670,17981,62,D4,36,81518,18395,5,1848
389,79737,17996,77,F5,83,79826,18016,63,89
390,79799,18010,75,D#5,88,79879,18028,68,80
391,79857,18023,74,D5,83,80268,18115,42,411
392,80487,18164,75,D#5,127,80567,18182,41,80
393,80509,18169,74,D5,69,80589,18187,47,80
394,80969,18272,75,D#5,127,81085,18298,58,116
395,81098,18301,74,D5,57,81228,18330,41,129
396,81487,18388,71,B4,68,82616,18641,53,1129
397,81826,18464,77,F5,3,82567,18630,9,741
398,82009,18505,64,E4,56,82428,18599,46,420
399,82009,18505,55,G3,63,82415,18596,35,406
400,82009,18505,62,D4,59,82406,18594,29,397
401,82018,18507,59,B3,69,82375,18587,3,357
402,82670,18653,55,G3,53,83835,18914,53,1165
403,82678,18655,62,D4,60,83808,18908,36,1129
404,82678,18655,64,E4,50,83777,18901,56,1098
405,82687,18657,59,B3,67,83799,18906,31,1112
406,82723,18665,71,B4,101,82928,18711,59,205
407,82728,18666,69,A4,69,82745,18670,61,18
408,83058,18740,70,A#4,127,83250,18783,60,192
409,83250,18783,69,A4,58,83460,18830,44,210
410,83607,18863,67,G4,94,83728,18890,57,121
411,83745,18894,69,A4,61,84696,19107,61,951
412,84268,19011,64,E4,65,84768,19123,3,500
413,84268,19011,57,A3,58,84696,19107,23,429
414,84277,19013,60,C4,72,84696,19107,26,420
415,84277,19013,67,G4,70,84589,19083,36,312
416,84290,19016,65,F4,68,84326,19024,29,36
417,85009,19177,66,F#4,70,85219,19224,50,210
418,85187,19217,64,E4,63,85317,19246,49,129
419,85196,19219,60,C4,62,85348,19253,48,152
420,85196,19219,57,A3,64,85357,19255,42,161
421,85527,19293,69,A4,66,86888,19598,3,1362
422,86250,19455,62,D4,36,86487,19508,29,237
423,86268,19459,54,F#3,44,86527,19517,36,259
424,86719,19560,67,G4,68,87000,19623,37,281
425,87076,19640,59,B3,75,87259,19681,44,183
426,87527,19741,64,E4,68,88388,19934,21,862
427,88009,19849,57,A3,61,88277,19909,11,268
428,88009,19849,59,B3,64,88219,19896,21,210
429,88009,19849,63,D#4,62,88237,19900,37,228
430,88009,19849,54,F#3,60,88219,19896,44,210
431,88589,19979,54,F#3,41,88678,19999,49,89
432,88656,19994,57,A3,52,88768,20019,57,112
433,88656,19994,62,D4,62,88777,20021,50,121
434,88670,19997,59,B3,53,88790,20024,35,121
435,89027,20077,52,E3,62,89228,20122,53,201
436,89085,20090,55,G3,56,89250,20127,37,165
437,89147,20104,59,B3,62,89277,20133,62,129
438,89228,20122,62,D4,57,89299,20138,63,71
439,89308,20140,64,E4,53,89388,20158,60,80
440,89326,20144,67,G4,58,89446,20171,58,121
441,89397,20160,71,B4,60,89500,20183,65,103
442,89469,20176,74,D5,61,89536,20191,59,67
443,89540,20192,64,E4,48,89696,20227,57,156
444,89540,20192,68,G#4,67,89576,20200,41,36
445,89576,20200,67,G4,64,89737,20236,53,161
446,89589,20203,71,B4,35,89728,20234,53,138
447,89647,20216,85,C#6,62,89678,20223,47,31
448,89647,20216,80,G#5,64,89670,20221,54,22
449,89696,20227,77,F5,53,89808,20252,52,112
450,89857,20263,84,C6,66,89893,20271,59,36
451,89857,20263,86,D6,70,90018,20299,33,161
452,90540,20416,67,G4,77,90808,20476,60,268
453,90955,20509,64,E4,73,91210,20566,41,254
454,91379,20604,63,D#4,68,91469,20624,62,89
455,91500,20631,64,E4,64,91629,20660,55,129
456,91638,20662,66,F#4,67,91879,20716,50,241
457,91866,20713,67,G4,56,92018,20747,44,152
458,91978,20738,66,F#4,84,92670,20893,53,692
459,92237,20796,60,C4,64,92549,20866,48,312
460,92245,20798,57,A3,58,92589,20875,44,344
461,92777,20917,57,A3,62,92987,20964,41,210
462,93156,21002,66,F#4,53,94710,21350,64,1554
463,94178,21231,57,A3,64,94487,21300,3,308
464,94178,21231,54,F#3,57,94487,21300,41,308
465,94187,21233,63,D#4,60,94495,21302,36,308
466,94187,21233,59,B3,63,94478,21298,36,290
467,94647,21336,54,F#3,59,95196,21459,36,549
468,94656,21338,59,B3,67,95116,21441,36,460
469,94656,21338,57,A3,64,95116,21441,33,460
470,94656,21338,63,D#4,60,95147,21448,35,491
471,94826,21376,66,F#4,127,95040,21424,47,214
472,95098,21437,64,E4,73,95210,21462,47,112
473,95277,21477,66,F#4,66,95366,21497,47,89
474,95308,21484,65,F4,94,95366,21497,57,58
475,95598,21549,67,G4,59,97397,21952,28,1799
476,96076,21656,55,G3,57,96348,21717,31,272
477,96076,21656,59,B3,62,96357,21719,23,281
478,96089,21659,52,E3,66,96357,21719,23,268
479,96098,21661,62,D4,59,96375,21723,36,277
480,96692,21794,52,E3,56,99428,22407,41,2737
481,96696,21795,55,G3,66,99420,22405,44,2723
482,96705,21797,59,B3,67,99406,22402,44,2701
483,96710,21798,62,D4,59,99428,22407,59,2719
484,97937,22073,67,G4,127,98277,22149,127,339
485,98428,22183,67,G4,62,98594,22220,47,165
486,98473,22193,66,F#4,60,98607,22223,44,134
487,99000,22311,67,G4,127,99170,22349,64,170
488,99428,22407,69,A4,127,100928,22743,52,1500
489,99978,22530,64,E4,57,100527,22653,39,549
490,99978,22530,67,G4,47,100545,22657,37,567
491,99987,22532,60,C4,60,100500,22647,31,513
492,99987,22532,57,A3,48,100527,22653,44,540
493,100737,22700,64,E4,42,100884,22733,64,147
494,100745,22702,60,C4,66,100987,22756,36,241
495,100750,22703,57,A3,64,100987,22756,33,237
496,101107,22783,62,D4,127,101397,22848,49,290
497,101138,22790,71,B4,58,101156,22794,57,18
498,101826,22944,60,C4,56,102286,23047,37,460
499,101839,22947,57,A3,63,102277,23045,28,437
500,102170,23021,62,D4,127,102237,23036,64,67
501,102357,23063,74,D5,127,102656,23130,58,299
502,102375,23067,72,C5,73,102393,23071,64,18
503,102638,23126,57,A3,65,103286,23271,36,647
504,102638,23126,60,C4,64,103277,23269,50,638
505,102848,23173,72,C5,127,103036,23215,53,187
506,102848,23173,71,B4,127,102866,23177,67,18
507,103210,23254,71,B4,127,106049,23890,50,2839
508,103817,23390,60,C4,67,104165,23468,17,348
509,103817,23390,54,F#3,62,104138,23462,36,321
510,103826,23392,64,E4,62,104187,23473,26,362
511,103826,23392,57,A3,64,104147,23464,19,321
512,104607,23567,59,B3,62,104737,23596,33,129
513,104616,23569,66,F#4,66,104759,23601,61,143
514,104616,23569,62,D4,86,104737,23596,39,121
515,104629,23572,55,G3,66,104759,23601,31,129
516,104629,23572,56,G#3,44,104750,23599,23,121
517,104857,23623,72,C5,5,105656,23802,5,799
518,105116,23681,62,D4,60,105678,23807,42,562
519,105116,23681,55,G3,65,105678,23807,44,562
520,105116,23681,59,B3,68,105670,23805,44,554
521,105129,23684,64,E4,55,105678,23807,42,549
522,105826,23840,55,G3,68,107357,24183,46,1531
523,105826,23840,64,E4,65,107366,24185,47,1540
524,105826,23840,59,B3,75,107348,24181,33,1522
525,105826,23840,62,D4,64,107335,24178,39,1509
526,106196,23923,71,B4,127,106558,24004,33,362
527,106629,24020,70,A#4,62,106759,24049,58,129
528,106799,24058,70,A#4,60,106857,24071,36,58
529,106799,24058,71,B4,70,107147,24136,29,348
530,107277,24165,72,C5,67,108446,24427,35,1170
531,107768,24275,54,F#3,54,108518,24443,39,750
532,107777,24277,60,C4,61,108486,24436,35,710
533,107777,24277,64,E4,53,108527,24445,44,750
534,107786,24279,57,A3,58,108469,24432,5,683
535,108558,24452,69,A4,127,108960,24542,42,402
536,108710,24486,54,F#3,57,108879,24524,52,170
537,108719,24488,60,C4,60,108848,24517,57,129
538,108728,24490,57,A3,61,108848,24517,44,121
539,108728,24490,64,E4,64,108826,24512,57,98
540,109107,24575,63,D#4,37,110638,24918,49,1531
541,109107,24575,66,F#4,53,109719,24712,54,612
542,109116,24577,54,F#3,50,110638,24918,36,1522
543,109129,24580,59,B3,59,110567,24902,33,1437
544,109129,24580,57,A3,48,110558,24900,5,1429
545,110205,24821,72,C5,127,110460,24878,46,254
546,110558,24900,74,D5,108,110986,24996,28,429
547,111076,25016,72,C5,127,111187,25041,44,112
548,111210,25046,59,B3,62,111745,25166,47,536
