userID,window_id,time_ms,avg_velocity,avg_velocity_off,avg_ioi,avg_duration,avg_articulation,pitch_range,avg_pitch,avg_pitch_step,num_chords,avg_notes_per_chord,chord_density,avg_polyphony,avg_arpeggiation_speed,avg_arpeggation_distance,num_grace_notes,avg_grace_duration,avg_grace_interval
2,20,300000,52.932,64.0,170.103,653.648,14.402,31,56.364,9.0,6,3.0,0.4,4.295,195.083,6.917,0,0.0,0.0
2,21,315000,32.476,64.0,219.645,722.079,13.821,23,55.381,7.339,2,4.5,0.133,3.556,211.143,4.429,0,0.0,0.0
2,22,330000,32.565,64.0,217.118,546.58,5.729,24,56.0,6.338,6,3.0,0.4,3.188,153.25,4.167,0,0.0,0.0
2,23,345000,29.41,64.0,245.95,733.721,9.139,25,57.377,7.683,7,3.571,0.467,3.393,157.444,5.889,0,0.0,0.0
2,24,360000,30.5,64.0,221.051,764.05,19.973,24,57.083,8.186,6,3.667,0.4,3.567,143.688,5.75,0,0.0,0.0
2,25,375000,38.974,64.0,193.52,671.855,9.737,25,59.434,8.653,7,3.286,0.467,3.816,124.5,7.312,0,0.0,0.0
2,26,390000,30.7,64.0,211.058,699.214,14.613,33,64.871,9.145,6,3.167,0.4,3.6,202.385,5.385,0,0.0,0.0
2,27,405000,27.038,64.0,174.5,764.57,20.242,36,60.38,11.462,2,3.0,0.133,4.456,92.0,0.25,0,0.0,0.0
2,28,420000,27.734,64.0,182.423,742.886,15.276,25,58.329,7.782,6,3.333,0.4,4.139,207.857,6.714,0,0.0,0.0
2,29,435000,32.079,64.0,385.703,1587.947,45.328,25,65.737,3.378,0,0.0,0.0,3.974,0.0,0.0,2,104.0,1.0
2,30,450000,28.593,64.0,539.269,1277.741,6.954,24,60.0,6.577,1,3.0,0.067,2.593,243.0,6.0,0,0.0,0.0
2,31,465000,40.698,64.0,277.5,1043.566,10.84,22,58.491,7.423,3,3.333,0.2,3.642,249.0,4.429,0,0.0,0.0
2,32,480000,46.281,64.0,261.286,815.386,7.642,28,61.509,7.054,2,3.0,0.133,3.561,225.5,6.25,1,49.0,2.0
2,33,495000,43.6,64.0,271.741,982.418,12.059,27,56.182,5.944,3,3.0,0.2,3.8,122.833,3.5,0,0.0,0.0
2,34,510000,35.067,64.0,473.655,1415.8,8.381,25,56.033,4.621,0,0.0,0.0,3.133,0.0,0.0,0,0.0,0.0
2,35,525000,25.241,64.0,458.357,1551.517,14.07,25,60.655,5.929,1,3.0,0.067,3.483,62.5,4.5,0,0.0,0.0
2,36,540000,49.435,64.0,357.955,714.348,2.272,32,57.478,4.591,0,0.0,0.0,2.304,0.0,0.0,1,118.0,2.0
3,0,0,59.306,64.0,304.104,744.714,19.96,29,60.898,6.5,2,3.5,0.133,3.143,336.0,3.2,0,0.0,0.0
3,1,15000,67.071,64.0,354.0,821.595,4.478,32,61.881,7.244,4,3.5,0.267,3.381,397.7,3.2,0,0.0,0.0
3,2,30000,69.514,64.0,430.559,1133.571,28.462,30,62.571,6.529,3,3.667,0.2,3.543,472.375,2.75,0,0.0,0.0
3,3,45000,68.744,64.0,338.786,801.86,12.697,25,61.767,7.286,5,3.2,0.333,3.186,409.091,2.727,0,0.0,0.0
3,4,60000,69.694,64.0,392.457,1051.667,17.269,30,62.222,6.743,2,3.0,0.133,3.333,244.75,3.25,0,0.0,0.0
3,5,75000,66.891,64.0,326.222,1077.413,11.408,32,60.5,7.467,4,3.75,0.267,4.0,395.818,3.182,0,0.0,0.0
3,6,90000,68.789,64.0,381.216,989.605,6.34,30,61.342,6.865,1,3.0,0.067,3.395,468.5,2.0,0,0.0,0.0
3,7,105000,69.778,64.0,366.657,1137.556,1.02,29,60.778,7.571,2,3.0,0.133,3.528,472.0,3.0,0,0.0,0.0
3,8,120000,66.205,64.0,363.684,885.487,4.742,30,61.231,7.684,3,3.333,0.2,3.308,358.143,3.571,0,0.0,0.0
3,9,135000,73.966,64.0,528.5,1044.103,2.893,22,63.069,7.393,2,4.0,0.133,2.828,463.0,2.833,0,0.0,0.0
3,10,150000,68.707,64.0,364.925,947.341,6.81,29,61.634,7.225,2,3.0,0.133,3.537,441.25,2.0,0,0.0,0.0
3,11,165000,74.351,64.0,412.417,991.432,3.557,30,61.216,7.361,2,3.0,0.133,3.514,472.5,1.75,0,0.0,0.0
3,12,180000,71.784,64.0,404.111,1049.73,4.686,30,61.514,6.861,3,3.333,0.2,3.297,467.286,2.714,0,0.0,0.0
3,13,195000,59.125,64.0,377.487,861.575,6.203,32,61.35,7.692,4,3.25,0.267,3.675,367.333,2.889,0,0.0,0.0
3,14,210000,71.122,64.0,346.375,1013.878,29.383,30,61.146,6.725,3,4.0,0.2,3.659,460.0,2.889,0,0.0,0.0
3,15,225000,71.262,64.0,361.976,951.357,5.17,32,62.024,6.512,4,4.0,0.267,3.619,382.583,3.333,0,0.0,0.0
3,16,240000,69.26,64.0,282.041,548.6,8.649,24,61.84,6.531,2,3.5,0.133,3.18,209.8,3.0,5,102.8,1.8
3,17,255000,67.719,64.0,245.304,338.386,5.277,30,61.912,7.714,2,3.0,0.133,2.86,362.75,4.5,1,118.0,2.0
3,18,270000,76.721,64.0,170.753,300.291,3.703,42,58.558,8.529,4,3.0,0.267,2.733,194.375,2.875,0,0.0,0.0
3,19,285000,78.577,64.0,144.883,322.24,2.248,42,60.615,12.155,2,3.5,0.133,3.0,172.0,2.2,1,42.0,0.0
3,20,300000,75.564,64.0,192.727,367.359,3.45,36,61.295,8.935,4,3.25,0.267,2.718,169.0,3.889,6,88.0,1.5
3,21,315000,80.333,64.0,164.977,514.977,6.275,44,61.529,9.988,1,3.0,0.067,3.138,347.0,6.0,2,45.5,0.5
3,22,330000,74.48,64.0,201.108,499.707,6.092,42,61.68,8.0,5,3.2,0.333,3.187,186.818,1.818,0,0.0,0.0
3,23,345000,72.262,64.0,229.633,476.557,5.587,42,60.77,8.967,1,3.0,0.067,2.803,267.0,2.0,5,127.8,1.8
3,24,360000,67.833,64.0,328.073,555.548,5.078,30,61.643,6.756,2,3.0,0.133,3.0,265.75,2.5,1,35.0,0.0
3,25,375000,69.175,64.0,302.872,507.675,7.975,30,61.95,5.897,0,0.0,0.0,2.7,0.0,0.0,1,125.0,2.0
3,26,390000,76.083,64.0,208.437,453.444,10.409,30,62.069,7.493,5,3.0,0.333,3.181,271.7,5.2,3,108.667,2.0
3,27,405000,72.254,64.0,218.636,341.418,4.946,30,61.507,6.773,2,3.0,0.133,2.776,204.75,3.25,2,135.5,2.0
3,28,420000,75.242,64.0,238.607,516.952,5.202,32,62.597,7.525,0,0.0,0.0,3.258,0.0,0.0,2,104.0,1.5
3,29,435000,77.705,64.0,324.14,632.409,7.236,30,62.045,6.791,0,0.0,0.0,2.841,0.0,0.0,0,0.0,0.0
3,30,450000,61.667,64.0,1241.182,331.0,5.244,8,65.833,2.727,0,0.0,0.0,1.333,0.0,0.0,1,125.0,2.0
3,31,465000,64.553,64.0,317.348,300.213,4.405,25,63.149,6.261,0,0.0,0.0,2.553,0.0,0.0,4,114.5,2.0
3,32,480000,67.453,64.0,268.827,537.849,4.202,30,61.434,7.481,1,3.0,0.067,3.34,246.5,2.0,0,0.0,0.0
3,33,495000,71.817,64.0,251.542,476.983,5.503,30,62.317,6.864,2,3.5,0.133,3.1,66.4,2.2,3,125.0,2.0
3,34,510000,74.231,64.0,282.137,646.538,7.899,30,62.615,7.275,2,3.5,0.133,3.423,90.2,2.6,3,104.0,1.667
3,35,525000,71.592,64.0,297.292,583.041,6.136,30,61.531,7.458,1,3.0,0.067,2.98,104.0,4.5,1,125.0,2.0
3,36,540000,71.842,64.0,339.5,1147.158,11.534,27,60.105,9.333,1,3.0,0.067,3.105,267.0,2.0,0,0.0,0.0
4,0,0,46.058,35.788,286.588,823.135,22.772,30,66.212,10.039,3,3.333,0.2,3.346,143.143,1.714,0,0.0,0.0
4,1,15000,46.609,34.5,235.111,510.031,19.511,32,66.766,11.587,2,3.0,0.133,3.25,205.25,4.25,0,0.0,0.0
4,2,30000,48.0,32.396,303.447,904.417,21.598,29,65.021,10.809,2,3.5,0.133,3.375,114.4,4.4,0,0.0,0.0
4,3,45000,51.9,32.767,248.119,726.033,29.203,32,68.2,9.508,4,3.25,0.267,3.25,51.778,1.222,0,0.0,0.0
4,4,60000,48.56,36.573,188.257,592.32,27.175,29,72.56,8.973,3,4.0,0.2,3.053,82.0,3.778,1,90.0,1.0
4,5,75000,49.029,36.314,197.536,371.457,14.94,32,66.043,11.116,4,3.5,0.267,2.843,63.2,3.0,0,0.0,0.0
4,6,90000,50.013,33.526,194.467,206.855,7.428,32,67.382,11.88,5,3.2,0.333,2.316,123.818,3.727,0,0.0,0.0
4,7,105000,50.897,36.368,219.06,413.25,13.026,31,67.485,10.597,4,3.25,0.267,2.676,72.778,3.222,0,0.0,0.0
4,8,120000,53.915,36.617,297.435,1190.574,38.711,29,66.362,9.522,4,3.75,0.267,3.553,72.455,3.909,1,90.0,1.0
4,9,135000,51.87,34.5,253.189,1052.167,45.923,36,66.241,10.83,8,3.625,0.533,3.5,48.714,2.333,1,98.0,1.0
4,10,150000,47.426,35.404,302.674,1208.66,26.109,34,66.702,9.022,6,3.667,0.4,3.809,112.812,4.125,0,0.0,0.0
4,11,165000,51.269,34.612,218.03,976.448,31.725,47,76.537,10.409,6,3.667,0.4,3.91,44.125,3.312,1,105.0,2.0
4,12,180000,47.277,36.553,304.652,1198.723,40.405,34,72.043,8.174,4,4.0,0.267,3.638,60.833,3.5,2,64.0,1.0
4,13,195000,52.719,40.344,232.825,625.219,23.252,24,70.359,6.302,9,3.778,0.6,3.203,36.08,3.56,0,0.0,0.0
4,14,210000,55.012,42.049,182.888,279.951,9.122,31,71.543,8.35,6,3.167,0.4,2.556,148.231,2.923,1,68.0,1.0
4,15,225000,48.493,35.358,217.242,663.015,26.257,34,64.94,12.258,3,3.333,0.2,3.239,39.714,4.0,1,53.0,1.0
4,16,240000,40.16,25.16,300.755,1037.98,20.187,29,68.4,6.959,5,4.6,0.333,3.18,105.389,3.611,0,0.0,0.0
4,17,255000,50.84,35.42,293.98,952.36,29.866,32,65.36,10.653,6,3.667,0.4,3.4,74.312,3.375,0,0.0,0.0
4,18,270000,40.524,36.333,236.226,718.556,29.938,31,67.667,10.403,6,3.667,0.4,3.317,72.5,2.938,0,0.0,0.0
4,19,285000,47.581,34.726,240.59,742.645,22.757,29,70.581,6.426,10,3.5,0.667,2.968,87.92,3.52,0,0.0,0.0
4,20,300000,48.242,36.652,223.708,976.136,42.216,34,71.379,9.862,9,3.889,0.6,3.803,38.538,3.346,0,0.0,0.0
4,21,315000,41.13,34.783,279.956,1015.087,20.16,29,69.957,7.578,7,3.429,0.467,3.391,127.471,3.471,0,0.0,0.0
4,22,330000,35.5,27.852,257.019,1067.389,25.86,30,68.63,9.019,8,4.0,0.533,3.574,133.958,3.417,0,0.0,0.0
4,23,345000,47.0,37.543,216.087,740.7,24.472,36,72.129,7.58,9,3.667,0.6,3.8,115.708,3.542,6,88.833,1.167
4,24,360000,43.851,37.791,219.515,872.567,26.154,29,69.433,5.818,5,4.8,0.333,3.761,76.421,4.053,4,75.25,0.75
4,25,375000,48.423,38.775,213.743,651.31,17.276,27,73.085,6.543,9,3.556,0.6,3.169,132.0,3.522,3,103.0,1.333
4,26,390000,51.119,37.424,235.638,897.831,21.279,25,72.881,6.879,9,3.889,0.6,3.729,68.885,3.808,1,60.0,1.0
